Zeit,Bodenfeuchtigkeit,Luxwert,TopfBeruehrt
16:39:11,zu trocken,1500.0,false
16:39:11,zu trocken,1500.0,false
16:39:11,zu trocken,1500.0,false
16:39:11,zu trocken,1500.0,false
16:39:11,zu trocken,1500.0,false
16:39:11,zu trocken,1500.0,false
16:39:11,zu trocken,1500.0,false
16:39:11,zu trocken,1500.0,false
16:39:11,zu trocken,1500.0,false
16:39:11,zu trocken,1500.0,false
16:39:11,zu trocken,1500.0,false
16:39:11,zu trocken,1500.0,false
16:39:11,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:12,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:13,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
16:39:14,zu trocken,1500.0,false
